key,occurrences,candidateIds,sourceRecordIds,status
"template:1eso:proporcionalidad:template-1mvw0i5","2","[""cand-3568fc42-0e58-5f83-a3d9-31139af33367"",""cand-85ededdc-3f60-5622-b6ea-942e7f27de18""]","[""src-85678163-7a38-5b5e-9aa4-c2b0fc49741a"",""src-0ffcb185-3a72-5f23-a4f2-53eb98867087""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:proporcionalidad:template-1oi9sif","4","[""cand-5e7fc102-97ad-5d22-9772-3c2203e0acc1"",""cand-7b4154d6-5fa6-55d1-a478-b033e28499b2"",""cand-a5e8e2d4-857d-539c-ba8b-d744b007dd44"",""cand-fb72adfa-e1f8-5616-8623-bb2714c9f966""]","[""src-e5615fbc-f490-5094-aca4-867979bed70d"",""src-3e85e5eb-3b22-5ed9-85e1-746d1e14b65c"",""src-8431cb35-6f00-5a0d-b286-cadc3f7fd1af"",""src-254e78f9-f1a9-5bf1-a21f-6682dcf21035""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:proporcionalidad:template-1osraut","3","[""cand-9b9e5218-3589-5f9d-8225-1247228dac61"",""cand-9be2b72f-13ef-535e-9ca8-78de953d6e7e"",""cand-d3c252ba-3ae6-5dfb-8281-e42372bc5a07""]","[""src-19618467-067c-57ac-8f57-f9b254f641f6"",""src-59432fd4-79b0-5395-9b1d-10dd7cc00a61"",""src-5afd1dc3-90c0-55a6-a6e9-0d51a93a253f""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:proporcionalidad:template-eej4k5","3","[""cand-5296e306-e775-51ea-ade0-acf706d5ca9a"",""cand-9036d4d7-0906-58e5-9094-7be3b78bddc5"",""cand-f9c1ef5a-2d89-55d0-878f-fd49e7eeab22""]","[""src-bfcfdc60-d24c-5975-9f58-f98908f62c2b"",""src-f16e20a7-783a-5a2c-af92-f106a468c731"",""src-4c409bec-51c0-52bd-a961-31126040eff6""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:proporcionalidad:template-npac3g","5","[""cand-292f7838-29d7-58a1-90e0-3b0b2f21f405"",""cand-2c6d908d-022a-55d9-9ffb-4539fe980a15"",""cand-86fe3a47-d220-5cc0-872a-fd9acbe3d38c"",""cand-bf4af575-e2a4-5a2d-a730-ee6275738cfe"",""cand-fe2933e0-bd09-536f-b055-069ee79c5120""]","[""src-2ed95f42-7e9d-589c-acd3-cf3af600b5ed"",""src-fd7f7b21-84eb-5eaa-b4ae-308a57059d87"",""src-7a2491df-e458-50dc-928e-c93e57a9cddb"",""src-264f58a2-5412-545d-9de7-4a0d7f51e257"",""src-f308720a-ea26-5fb4-bd1d-a50954dd580d""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-17gr782","3","[""cand-183487ea-901f-539d-8f4d-b110ad9ded31"",""cand-7c63502a-2aee-5cd7-b9ca-0f214c73b715"",""cand-b77e846d-6e7f-541f-9c6f-afbd35befcd0""]","[""src-4c185c54-4e82-5be3-b32c-269bd5d2eac9"",""src-a719594a-22a8-5ca6-9a26-de48d108886d"",""src-10195855-2485-54ca-91c1-6644020c6474""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-19mlhkb","5","[""cand-017c9bad-6659-5ab4-90be-f025150e6d8d"",""cand-03c147cf-4bbb-513f-8a71-785aff528248"",""cand-360a4b21-2a3b-5618-a230-894bf4e7df91"",""cand-7b1d02d9-5244-50ed-8239-11f60ca96d83"",""cand-e783221f-220d-5851-a1b2-1a5e764e41ed""]","[""src-b0dd93ee-9c59-54a7-81ce-9c75a8a9d2f7"",""src-49996b8b-5959-5000-bb75-6e3213337568"",""src-7cf62dd6-ac24-52dc-bc17-7a0df30cb1b7"",""src-f76e02cf-9529-51d3-ba6a-6b9335b640b8"",""src-dfb57b02-6840-5d0e-964d-b43f1ff3927e""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-1cmt6rk","5","[""cand-034a9741-ef6f-541d-8342-00b91bb1b8d1"",""cand-4224512e-1408-53b5-b750-dab7e1fbfc8a"",""cand-7342c154-0984-5925-80eb-a6c05f4ac79b"",""cand-b208f1e5-5173-592c-a59b-d13247f40f15"",""cand-e712ffba-a353-57ef-affc-dad92293c6d8""]","[""src-4809035c-dcf4-5fec-a3fd-d990abadccc1"",""src-d62f8e65-4f7b-5b30-a309-468519f89d88"",""src-40f05371-6011-5936-bd3c-1bfc742784b3"",""src-cda93cf3-69d9-5238-9323-53c4c6a561cf"",""src-a71ecd00-3619-5465-948b-03c447a14fa0""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-1h0me1n","3","[""cand-53ec767f-88bd-5e78-8f06-0279599ae749"",""cand-5e8aed3b-61ef-5db5-82ae-84da7c951887"",""cand-d3e88668-af82-5c12-8eaf-20ba6ee70d7c""]","[""src-209a28f7-0d3c-5e9c-a2d4-ed800ca63c86"",""src-22b89349-0aad-5354-a55c-b41a24d95d1f"",""src-3cbf50fd-ab4d-52db-9d92-1f978853b2ee""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-1hz45ff","2","[""cand-8685086f-ece1-5932-bea0-82d4b6722b0d"",""cand-a199e4bb-0e88-5d55-8f2e-eb3cdf4da67c""]","[""src-7b9407d0-4dbf-5c3e-b9b5-1f8340da482a"",""src-f9b4da89-4635-5be8-a2a8-0cb9c9d8f890""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-5sh5qy","5","[""cand-92be4d54-fb7a-5e14-b0f3-04ce8e33f531"",""cand-96540706-20ad-50bf-a361-2ed7af6c3a62"",""cand-9e5e1cef-b452-5b20-84b3-2b821bab533c"",""cand-ba648c49-9739-55cf-8558-4e3dc72c9b5e"",""cand-eab6b996-f4a1-5c35-a980-fd563f842ef0""]","[""src-710fa5f7-1c30-5598-9404-e09aeb852e15"",""src-2bce0f67-568c-54a5-a969-8ddc3545fcbd"",""src-8dc57cd9-1f68-5ac8-bfd1-1c2b83945ccb"",""src-3d2e8a34-6a5d-543d-95b5-26c0c3306ea1"",""src-921b2a56-62bb-555a-9529-959067c4e29b""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-grssvv","4","[""cand-16794754-5d96-5a1a-a9a3-96750db637c9"",""cand-b1a43546-38be-59c0-8eb1-73ec30f18e1d"",""cand-b6553c1d-0b4b-550f-862f-44ccb7858fe4"",""cand-d481939b-5e62-5f5b-8d9d-76bffe8b5d1e""]","[""src-84c28067-abed-59c9-bfc3-7c4d874f4527"",""src-b8e3fdb5-ee9d-5e84-93f5-19051c5a1b7a"",""src-4901f0db-524a-5cb6-980c-ba04d9b2459b"",""src-2da8438b-cc18-5acd-8d5d-b710c6f9a6c2""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-ioy3gg","3","[""cand-1e979cd8-6718-565c-9174-9fa36ccfccd4"",""cand-7ed9319b-82e1-5e0f-b67e-bdf62cfcc987"",""cand-8bbc330f-8b23-57d9-99b9-fb7e1aae354f""]","[""src-c43880b8-d2f8-5c7f-adc8-c47e757dfeac"",""src-9752155b-8de2-5b8e-b2e3-88f0060edf7d"",""src-e8fce2c1-2e9b-53cd-a99b-85a1085a4b94""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-q1wex1","5","[""cand-15696815-c5b5-5ceb-8e9c-3d3537895246"",""cand-6a9b3eec-8c71-5e53-9e14-164fab25973f"",""cand-9087468d-137d-5ab3-a4a0-595d35afce5d"",""cand-c30c5a60-72cc-52c5-9085-e4f0664b2b43"",""cand-c463f92d-e662-5c9a-a1eb-a092dfbb9c6c""]","[""src-804f9b4d-999c-5871-b1aa-4b683833294b"",""src-8d1bfd8a-926d-5716-8903-699971e7da4c"",""src-961286a5-a94e-50cd-91df-9f8b716ba956"",""src-81129908-38c5-53f7-93d3-272378ae6ce7"",""src-18df4798-17b3-5670-81c6-3e5b28e8834c""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:1eso:semejanza-pitagoras-areas:template-snngn8","2","[""cand-4fcb8b99-dede-534d-8be7-83491a0f524e"",""cand-ecacae50-28d6-5aea-a66d-3a692c7ed1e6""]","[""src-3147454a-6e79-5a90-8287-b187a1f0efd5"",""src-72c227f7-f032-5817-a7a0-65426bdc6f0e""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-115vglj","3","[""cand-05b6a5a0-c1d9-5396-9d24-ad3e5ae44490"",""cand-8d9ac0f0-dc8e-54b6-950b-602946e3ce33"",""cand-98685330-86a1-5361-b6a1-4cefa35bb01e""]","[""src-d2054800-b8eb-5b4b-886a-16c5e3bbe69b"",""src-d330ee25-cee9-5c21-9826-da7bfed23b46"",""src-a1088f62-52d7-5d8f-8a95-f7ea23538849""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-1dhrvu","2","[""cand-cb48cb99-74b6-522a-9200-28b5a5a71ae2"",""cand-f5080fba-22dc-526a-a6ab-e65b402c98dc""]","[""src-cd9ef19c-6115-577c-ba3f-5a038738d88e"",""src-60f591b8-81ba-53d1-92c9-e8671150f6b0""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-1pjz59k","2","[""cand-64972602-727c-5be2-a2ac-99dd69bf0a3c"",""cand-ec5bbb4c-d561-5412-9934-b093fe653397""]","[""src-801478a5-0ab4-515a-ab7c-9659729998a9"",""src-f7a59d7f-cde5-5231-957c-90a5d51e495d""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-1ros7rq","4","[""cand-1f0d739f-b5ec-532b-b996-dcce5ce51aa9"",""cand-809b33b7-26b2-569c-9793-3a0d9df1db3f"",""cand-8fabcfb7-273e-5c65-9941-24eb9eddf50e"",""cand-ba02ecac-279d-53b7-b268-ac102e524666""]","[""src-a23cf79e-daeb-5c6c-a731-a3cdbc2aeadb"",""src-3dbfd88d-c5f9-5a2c-8cd5-692862b41a08"",""src-a3643649-459b-543a-8ee4-d2134cba326a"",""src-64dcc326-a147-5d4a-937c-49276d94e792""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-an0qxj","5","[""cand-14a9c0e9-ff19-5d95-8e95-eec36d895d7a"",""cand-4020edbb-7910-5c73-a0af-258140666067"",""cand-5f0e71ed-5889-5340-af6f-597f24241819"",""cand-5fb82068-8f04-5007-80fc-5e2853aab269"",""cand-7806938a-29b6-5727-a2c2-426b726f90f7""]","[""src-9ab8d336-47ad-5d1f-9d3d-b74df21ef719"",""src-8a0a8bf7-a369-53b8-a08d-c64152d5cf79"",""src-6d513627-134d-51d6-876b-4948c4e2b78a"",""src-b2d10665-0c8d-5f2e-881f-8da8b2e2e474"",""src-287952ff-501d-54eb-b198-de5b8fa35528""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-e4pn5z","3","[""cand-19393d0d-a77d-531a-8ae7-cf7180e329ed"",""cand-4376ce39-3799-53b9-a0e9-54873e3ff014"",""cand-53bb221a-d898-51bf-ad21-aff8758ed3ca""]","[""src-3dca788c-77a3-56d9-b845-ed20eacd368f"",""src-6efb6e29-742a-5e88-9f0e-693172d18702"",""src-55d5f5c7-c8dc-5593-8179-b133f5b9f9f8""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-gbx0z0","5","[""cand-526b4d00-883d-5a3e-adb9-6129414669e8"",""cand-9bb5ce60-3c82-50ac-acd7-e246ff7e6358"",""cand-d6c8c4ad-b576-53a0-afd1-0069732d0afa"",""cand-e33a9b43-7c8f-516b-81b2-0867cbd4fef6"",""cand-f7f13db9-3339-5acf-8629-4ff6b698a024""]","[""src-fdd2a9d5-bd6e-50fa-98be-30a5ead9bf8e"",""src-fc61b995-6852-5ccd-b0d4-85e03e93dff7"",""src-a283ab85-94a8-513e-acd3-3bdfd5aa00b3"",""src-a4ee0aa7-6a00-595d-84dd-a814e151e963"",""src-1107df1d-225b-5cbc-9e2d-486b1b9b9ce4""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:cuerpos-geometricos:template-kx9spg","3","[""cand-21e4625f-d898-5727-a74a-6ad5d7a9a737"",""cand-495ac94e-dfbc-5d35-ae48-b5ad25d8122b"",""cand-8e8df7cf-f6ff-52f8-b0e8-193cfc0b2014""]","[""src-7a6a6819-1f6f-5f27-a2e4-40552289360f"",""src-39b68bf2-a160-5b91-a164-1c9fe8d4cfe5"",""src-83f10ccd-6443-593b-8a3e-a4c61857afa5""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:expresiones-algebraicas:template-17qf43q","2","[""cand-5b10121c-5c40-5ad2-9f9e-db6add2faf3b"",""cand-eed1b62d-da66-5575-ac32-240b26fe7dd6""]","[""src-56be20ee-5f6a-51bd-87f3-a993ef7a4e43"",""src-32820f42-e894-5aeb-89ce-41b1dfc47b9d""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:expresiones-algebraicas:template-1iwn4wu","2","[""cand-5fe667f0-35cc-5ab4-bc23-0a83cc52b88c"",""cand-9bff10ca-7bee-59fd-9daf-c101591d4548""]","[""src-aabf93b6-90d1-5d5a-bb98-7ca3d956a3ac"",""src-2d4e4f25-42b9-51a7-9108-b19abce061ce""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:expresiones-algebraicas:template-i6l3ti","2","[""cand-dcfab8e0-7593-5e78-9bef-4d030ccf8695"",""cand-ebf5e9ae-9fc0-5e8b-9753-817c29e1d256""]","[""src-e15ccb8c-ea12-5568-b341-06d9b240b47c"",""src-54c2dd95-b8db-579c-9ebe-eed4e5ea0366""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:expresiones-algebraicas:template-s8g1sa","2","[""cand-b4a5516e-1d26-5624-bebb-b501f5daba15"",""cand-bdaaf120-f9b8-5d38-8950-b7e88e43091b""]","[""src-fa8f8fa8-3cc9-56c8-8b8f-614077463157"",""src-a2d7a633-734e-5529-aa6f-5dc80c23f625""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-1384jl4","3","[""cand-6dc586fd-d511-5327-b9a4-5cbccb2ac20c"",""cand-90f73c49-7334-57bd-9d7a-9859a3f5d4da"",""cand-95ad8244-4c45-523a-96c3-14c833a5218e""]","[""src-8143311e-c2ab-5438-8d12-b40a02aa971d"",""src-80e8e2af-7991-5e83-be70-8050d226fc8b"",""src-986c5e83-3855-5d82-871d-1cec34e496b7""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-1a3lbi3","2","[""cand-70358e83-0202-5d79-b2ac-fd06bedc0176"",""cand-cda400bd-6076-5e35-9ea5-08f2a2abda54""]","[""src-dded8bc8-13e8-57c2-961d-f4e88f851b23"",""src-31c8eb00-8f37-58e8-9523-f3286415d95b""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-1ll0oe6","3","[""cand-05aa7c9e-d2f2-5e92-aa69-5ced1aa9b4cd"",""cand-0cd2f1c1-329a-5852-9acc-55788881a89e"",""cand-40e910cd-c01a-5881-8ac9-43a594d2b98a""]","[""src-fea5cc4a-77bf-52e1-80a6-0aaad60284c0"",""src-14ef979f-7900-5b61-96ad-9969b435a410"",""src-d8c8a53e-cb43-5864-88ce-72455f321bd1""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-1vfixla","5","[""cand-1e888268-0112-56c7-93b8-e2cbcca77e3d"",""cand-7f26e8b0-295f-54ae-b3d3-2d967d1c414a"",""cand-a9425c37-18e9-54b4-8470-2750c55f5d19"",""cand-ad336bed-8365-5133-9f37-cf7d3f73a9e5"",""cand-b78c3486-2aa4-5a18-8aff-778ca26fa0f5""]","[""src-994cf9d2-e057-52ef-86c1-81338399fcf7"",""src-5f36b7cf-c7da-5953-a06d-18f9f5d57b80"",""src-8b025882-0d12-508c-a628-279d7d84772f"",""src-32d5f632-6ed9-51dd-8c8e-3efd431f2c98"",""src-cddf5c27-cf54-5f37-84f9-db51fd6a5f43""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-1ygngi5","2","[""cand-a05fa83a-6b28-5ec1-9957-427356cb3ec8"",""cand-ca45e1de-0e3e-5850-a5d2-7535ffe15083""]","[""src-034a978f-2cf9-5176-bd37-ad275735bb95"",""src-b6d2150e-122a-5bbc-aedb-2b394a5c3da9""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-tcidt8","3","[""cand-40c26871-99ae-52c2-910f-c955091cfd62"",""cand-56631c36-8a85-59eb-b7a5-aa05b87d24d0"",""cand-6232f914-a903-522d-80a0-440cd6751f29""]","[""src-3bb9f631-787b-5fc7-84d3-806bce8c883b"",""src-343fb47b-e067-5cd9-b3a7-78666b9fe46e"",""src-a96e9ef1-3fcd-5e67-a908-5535201109ab""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:figuras-planas:template-zknvfa","3","[""cand-228c6ff7-e394-5989-910a-7569eae08f8c"",""cand-ccbedcfe-62bd-589f-9d0d-5a36c37ec7ae"",""cand-e54df820-e127-5e0b-b7db-07d684a99b85""]","[""src-d564671b-2155-58e2-8ec7-a38026c89e7e"",""src-17cae4f3-8cbf-5707-b4ba-674c3d9a0e73"",""src-1a95d841-ee55-5567-8e47-07c1f7ae4fa1""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-1855vcj","3","[""cand-45fb5ecb-e13e-55ba-a037-be98175ec8b4"",""cand-b3c7a1f9-cb94-5f26-9b11-6462e7da9aab"",""cand-f049f361-2cd3-5afe-8e18-754c4bd07636""]","[""src-13d9d730-0940-5202-9915-21d6245ce322"",""src-1ba68f3b-f3d8-5d4d-8e68-0b2198655da2"",""src-993bd0ff-6c7f-58ca-8eb8-1ca76e3014fd""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-1b668zx","2","[""cand-41861ef8-c44f-53c7-8dbb-b414ca047529"",""cand-9d810753-627c-591d-ad95-7697dcccc0b0""]","[""src-c85b8b70-911e-5fc7-8cb1-692e9c7f9c14"",""src-dc3886b9-761f-54c9-9fd9-7ed231ceaeb5""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-1cnj5ks","3","[""cand-7f689e95-9837-54bb-8fa0-2cca8e30735f"",""cand-8e9b473d-c9c1-570c-873d-7964a26f1a47"",""cand-b23b1ad0-a01c-53a0-877f-a31f5c9c8cad""]","[""src-74ac3582-b889-55b9-aa0c-5c5fa3f58544"",""src-9bfbe065-837c-528f-816f-f06f3aecfa56"",""src-7ad74660-449f-5446-810b-d23087c871c2""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-1ig6sv8","4","[""cand-1e8f34d4-1c4d-5854-afaf-d297980f331d"",""cand-9268f1fc-cde6-554d-ac99-a9a6005e0f6e"",""cand-c9dbaabb-d602-5201-833d-dc6c2c429917"",""cand-edf19246-fd68-5101-980d-934d7bce1738""]","[""src-2ab540dc-8ef2-5cf0-9896-605ce50fb445"",""src-0b1a8f58-6f7a-5ef0-9d92-46070d16a255"",""src-38822b80-e1fb-5931-b0d6-e705e5d4f8dc"",""src-718c8f26-de57-5467-b2ec-ca33f05b667c""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-bczga5","3","[""cand-50eedd77-d87b-5e35-a1a8-f8fdc5d40fe0"",""cand-64cb3c5e-cfd1-59ec-9444-1cb395374066"",""cand-6b31bb67-0122-50c4-8766-0ea7e298ae57""]","[""src-24f502ab-ce0c-5ea6-95c7-5a71fb720140"",""src-a43f6638-860c-5f48-96e0-aa8f15510574"",""src-b19da103-d8b6-5f91-88b1-d6ea7b8bfa8e""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-f3c8fn","3","[""cand-0adf723c-555f-531a-ad0d-a10dab848035"",""cand-d3115f59-6085-5464-877f-a1f88b5a8ce5"",""cand-f2c445be-30a2-5f42-a311-85b4a06ed8bd""]","[""src-378efcbb-991d-5c6a-84d5-e1bce4a173a6"",""src-a52a2e56-6673-5c21-bf42-5fdf95dd8b3e"",""src-451f976b-7cc0-5b0f-ac30-f77737dc6739""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-h0n8m","3","[""cand-03703ae1-988f-58ba-af16-b2fb56dca2d2"",""cand-1c99fec3-b4d6-5ffe-a9c4-bf28906896f3"",""cand-fc78f01f-b63c-543b-9df1-0ff2fc3be8a0""]","[""src-27cf7257-0f8a-5fbe-a8e9-ea891b7723b8"",""src-fc3ac676-8dd8-5094-b475-65f99e40e3b9"",""src-9a4d2ba1-d14d-55e5-8512-a4262be99849""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-kzyoqu","5","[""cand-030417a7-0dd0-5f85-afee-b040530901c5"",""cand-37794767-0cff-5fc8-83ea-576b913bfe83"",""cand-4a3b182a-c42a-59e6-bb42-bd0ec23ec685"",""cand-7f60b2a2-b143-550b-8c36-26088b4dfec6"",""cand-e65862e2-df31-577c-856b-ae7e1fb53199""]","[""src-ce3fce42-f9eb-5534-9067-36cea11274ef"",""src-d561478d-92e4-50d8-ac55-35056419b1a0"",""src-3364d870-86ff-5dcf-9d27-e40d6eb885e9"",""src-4a02b59a-b2c9-5020-96fc-85428616ae20"",""src-82538ddc-0302-55f0-81b1-5df538a04dfd""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-l22acf","4","[""cand-335b8cb8-4066-5235-903e-95d079cb4d1f"",""cand-d09f6f7f-88b4-5552-9349-20291a7b1742"",""cand-e35bffa2-02c7-572d-9d08-b7e37087951c"",""cand-eaf0d781-99ae-58ed-b149-47ce1fa3b703""]","[""src-b45c9cb1-9855-53e2-be16-d45831cf6c5d"",""src-876f028a-9efe-5654-87b8-ef6250cb2566"",""src-769d22e0-b38b-55f0-bd8f-9f7039df4ded"",""src-ad93ad0d-9af8-52b0-91e5-3fe185ce8e72""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-lsnjc3","3","[""cand-21ca02f9-4d00-56ad-a865-7210c70dd145"",""cand-9cc23324-22d5-578a-bbe9-d130f80715ca"",""cand-a113e48b-d845-5d63-872f-2fdd20ee107a""]","[""src-d4e2e6ee-345f-5e18-8bd5-54b04e6f0393"",""src-5ca830e1-8be7-5a34-82c5-19c1807c5fd2"",""src-c39b2c5d-626b-5277-971a-225ac2fc2b2d""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-u5lqoz","2","[""cand-a76cf1d9-332f-5b7a-a994-e1d2aab27da9"",""cand-d8b6c2f9-adce-5ab0-9ba0-6caef72ebb69""]","[""src-fec6ce71-7845-5bcd-b4df-66ddac39f641"",""src-09b74fd2-ff37-59f6-820e-4788bb0a66af""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:fracciones:template-wrztyh","2","[""cand-cb9d92ec-e7bd-59c0-90d7-886557cb0070"",""cand-f55398af-040a-5c81-9b07-f9a61e6c8950""]","[""src-595caf8e-6059-53d6-952d-2f647dc21a98"",""src-d71b9921-ecad-5898-89bb-7619b71119c2""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-15eiu0a","3","[""cand-0b3a53cd-a109-55b4-989f-ce6f98023265"",""cand-91a18b95-ff81-58ca-8749-9d35cea352a5"",""cand-c40f9556-6ee2-5a58-819a-2a21493fc8a2""]","[""src-1ad49cc3-608b-55b8-86da-ebcb76f6bcb0"",""src-5de0e43c-718d-5d6e-97dc-c86dd13e018a"",""src-22376fa9-ea39-584e-a5c5-7127380aa44e""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-1a0mttq","2","[""cand-53f29836-1791-5b54-b660-bd5d5857d53a"",""cand-b54be1a9-3c96-5cfb-8af1-eb8f5fc70d5e""]","[""src-a776f64b-889a-5123-aa2b-ea942f2ca908"",""src-89b4dda5-4663-5fae-a325-9e9aa9be0ff3""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-1b0p4jc","2","[""cand-75aca982-46df-5dd0-8939-25a86d5412eb"",""cand-89b2cf19-eaaf-5d93-b719-bf6ae8471e28""]","[""src-48b2e255-4744-5a69-bb59-8678e4653b14"",""src-0cb397de-c241-5939-9a08-73f6b67fc9be""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-1e2n6t9","4","[""cand-5c1af1b4-2aff-5772-bd87-e457499c2585"",""cand-5c6758e3-8b0d-5895-9c2b-068ec47dffd6"",""cand-87832bc7-8785-594d-893e-1eb0204ffb28"",""cand-e02b5722-816d-5d37-a406-145ada45c8c7""]","[""src-74aa105e-9d5b-59c0-902c-aa57118ac8a4"",""src-97b5c353-d46e-5366-8722-237481c6aa08"",""src-3aedaf9c-6a74-52fa-8139-5e7c7228e0d0"",""src-96bf18ee-c4f0-5f20-8aa5-ac98ad3867f5""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-1l31f8f","5","[""cand-1aa39b25-e03a-5d0f-aa37-94bf07b4936e"",""cand-5c528c6b-c9c8-5133-819b-4420c6ed1dce"",""cand-7843bdfb-5f3a-5fd7-bb0d-48a94fcb6d5c"",""cand-a894d85a-2d2f-5de3-a7ac-6b87ec71f320"",""cand-c5bcdaea-3f1b-5575-b420-fdbd8367ef9a""]","[""src-921fe921-26b0-51fd-8360-83fcce3bec8c"",""src-c846b353-6601-528b-a611-84ca45a4af8d"",""src-c764f138-910c-5276-a693-75fb4b7de7e7"",""src-a36102a9-ca53-5929-8b73-d484e9b4b1f7"",""src-1ef801e1-edea-55a0-b380-7080d419dba6""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-1njdger","3","[""cand-00a9e879-e8eb-54aa-981d-d20c073b58d3"",""cand-6bef78f0-31b5-5ba8-8d2a-6bcc5c53387f"",""cand-9f53b493-b6e1-5770-979b-8f173df403c4""]","[""src-461e39f0-607d-5a15-bc4c-d76b0411ba5b"",""src-db96b48d-4579-56a1-946d-651aa186f322"",""src-ecc21757-6e71-5d27-9046-870037603237""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-1vs43on","4","[""cand-02850285-f525-575b-9065-bd02d79785f9"",""cand-0586986e-3359-575b-90c6-881e1c0089fb"",""cand-38d38ef0-5b33-57de-ba43-79f0790de488"",""cand-c178df4d-65ca-5f40-bdef-c43996e25d1a""]","[""src-d44339f6-30fc-527c-8a8b-4c90f48b28ba"",""src-1d1d084a-b9da-57ec-b56d-b205d934c9f1"",""src-fdee9d16-e139-52d7-bb80-728c9a5c953e"",""src-b8747336-2466-5842-8950-66dc00ef1cce""]","MATHEMATICAL_REVIEW_REQUIRED"
"template:2eso:funciones:template-6liwon","4","[""cand-ab9217b5-d8a8-56fc-93f4-b00508a63517"",""cand-e2c7aa3a-f875-5a85-a99e-b62ad48fc18c"",""cand-ecc7cdbf-51fb-56a0-8e6c-ab8ada722bd3"",""cand-ed6f2e3d-77dd-56ef-a74d-5e25c3d7b597""]","[""src-b520650d-267a-556f-b7be-829ba3bc1462"",""src-6418987a-9576-58c4-a81b-9a11ba14c1f8"",""src-4b83a766-b07f-52dd-bd9b-b0c581d1f11a"",""src-f86963bd-c745-5bf0-86e6-917c61aac13e""]","MATHEMATICAL_REVIEW_REQUIRED"
